FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.311,81090601,GR4210090281090601,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ RODOS ROYAL BEACH (RHODES BEACH),ΦΑΛΗΡΑΚΙ - ΚΑΣΤΡΑΚΙ,FALIRAKI KASTRAKI - HOTEL 'RODOS ROYAL BEACH',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21666718,36.36666489,POINT (878225.1475505673 4032593.62350817)
2c8a3e04-2024-4b22-96d5-5168a05d1245.312,81090701,GR4210090181090701,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΑΛΥΘΙΩΝ,ΤΡΑΟΥΝΟΥ,ΦΑΛΗΡΑΚΙ -ΤΡΑΟΥΝΟΥ,FALIRAKI - TRAOUNOU,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.20222282,36.31111145,POINT (877196.7573557184 4026369.7138304394)
2c8a3e04-2024-4b22-96d5-5168a05d1245.313,81090801,GR4210090281090801,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ ESPERIDES,ΦΑΛΗΡΑΚΙ 1,FALIRAKI  - HOTEL 'ESPERIDES',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21666718,36.36666489,POINT (878225.1475505673 4032593.62350817)
2c8a3e04-2024-4b22-96d5-5168a05d1245.314,81090901,GR4210090281090901,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ COLOSSOS CLUB,ΦΑΛΗΡΑΚΙ 2,FALIRAKI  - HOTEL 'COLOSSOS CLUB',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.21666718,36.36666489,POINT (878225.1475505673 4032593.62350817)
2c8a3e04-2024-4b22-96d5-5168a05d1245.315,81091001,GR4210090281091001,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ ESPEROS,ΦΑΛΗΡΑΚΙ 3,FALIRAKI  - HOTEL 'ESPEROS',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.17777824,36.36111069,POINT (874760.3715240699 4031824.928436395)
2c8a3e04-2024-4b22-96d5-5168a05d1245.316,81091101,GR4210090281091101,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΟΣΚΙΝΟΥΣ,ΞΕΝΟΔΟΧΕΙΟ CALYPSO,ΦΑΛΗΡΑΚΙ 4,FALIRAKI  - HOTEL 'CALYPSO',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.17777824,36.36111069,POINT (874760.3715240699 4031824.928436395)
2c8a3e04-2024-4b22-96d5-5168a05d1245.317,81091201,GR4210090181091201,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΑΛΥΘΙΩΝ,ΣΤΑΘΜΟΣ ΛΕΩΦΟΡΕΙΩΝ,"ΦΑΛΗΡΑΚΙ A,ΚΑΛΥΘΙΩΝ",FALIRAKI KALYTHION- STATHMOS LEOFOREION,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.20833397,36.34583282,POINT (877577.788505689 4030248.140102525)
2c8a3e04-2024-4b22-96d5-5168a05d1245.318,81091301,GR4210090181091301,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΑΛΥΘΙΩΝ,ΞΕΝΟΔΟΧΕΙΟ APOLLO BEACH,"ΦΑΛΗΡΑΚΙ B,ΚΑΛΥΘΙΩΝ",FALIRAKI KALYTHION -ENANTI HOTEL APPOLO BEACH,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.20277786,36.34583282,POINT (877078.9205369463 4030226.400528631)
2c8a3e04-2024-4b22-96d5-5168a05d1245.319,81091401,GR4210090181091401,ΡΟΔΟΣ-ΚΑΛΛΙΘΕΑΣ,KALLITHEAS,ΡΟΔΟΣ-ΚΑΛΥΘΙΩΝ,ΣΩΤΗΡΑΚΗ,"ΦΑΛΗΡΑΚΙ C,ΚΑΛΥΘΙΩΝ",FALIRAKI KALYTHION - ENANTI HOTEL SOTIRAKI,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.20277786,36.34583282,POINT (877078.9205369463 4030226.400528631)
2c8a3e04-2024-4b22-96d5-5168a05d1245.320,81141201,GR4210140181141201,ΚΩΣ-ΚΩ,KO,ΚΩΣ-ΚΩ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΩΚΕΑΝΙΣ,ΚΩΣ-ΠΕΥΚΟΚΕΦΑΛΗ,PEFKOKEFALI - HOTEL OKEANIS,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,27.25083351,36.88888931,POINT (789562.1052930166 4087194.306604368)
2c8a3e04-2024-4b22-96d5-5168a05d1245.321,81170301,GR4210170281170301,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΚΑΛΑΘΟΥ,ΜΕΣΟΝ ΑΚΤΗΣ,ΘΟΛΑΡΙ,THOLARI,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.0363884,36.07749939,POINT (863378.4414722349 3999802.9384347354)
2c8a3e04-2024-4b22-96d5-5168a05d1245.322,81170402,GR4210170181170402,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΙΝΔΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'LINDOS BAY',ΒΛΗΧΑ,VLICHA  - HOTEL 'LINDOS BAY',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.07500076,36.12083435,POINT (866655.7572005285 4004758.303577027)
2c8a3e04-2024-4b22-96d5-5168a05d1245.323,81170501,GR4210170181170501,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΙΝΔΟΥ,ΜΕΓΑΛΟΣ ΓΙΑΛΟΣ,"ΛΙΝΔΟΣ,ΜΕΓΑΛΟΣ ΓΙΑΛΟΣ",LINDOS  - MEGAS GIALOS,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.09722137,36.09999847,POINT (868754.704318855 4002530.026737259)
2c8a3e04-2024-4b22-96d5-5168a05d1245.324,81170901,GR4210170481170901,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΑΡΔΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΚΑΤΣΟΥΝΗ,KATSOUNI,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.02000046,36.07666779,POINT (861905.4821866236 3999649.2360374713)
2c8a3e04-2024-4b22-96d5-5168a05d1245.325,81171001,GR4210170481171001,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΑΡΔΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΓΛΥΣΤΡΑ,GLYSTRA,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28,36.06944275,POINT (860136.3182718307 3998773.0925889863)
2c8a3e04-2024-4b22-96d5-5168a05d1245.326,81171102,GR4210170481171102,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΑΡΔΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'LINDOS PRINCESS',ΛΑΡΔΟΣ,LARDOS - HOTEL LINDOS PRINCESS,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.01944351,36.07555389,POINT (861860.4841211766 3999523.841174383)
2c8a3e04-2024-4b22-96d5-5168a05d1245.327,81171201,GR4210170481171201,ΡΟΔΟΣ-ΛΙΝΔΙΩΝ,LINDION,ΡΟΔΟΣ-ΛΑΡΔΟΥ,LINDIAN VILLAGE,ΛΑΡΔΟΣ 3,LARDOS - HOTEL LINDIAN VILLAGE,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.02249908,36.07611084,POINT (862133.3103876654 3999596.8447793173)
2c8a3e04-2024-4b22-96d5-5168a05d1245.328,82040301,GR4220040182040301,ΣΥΡΟΣ-ΑΝΩ ΣΥΡΟΥ,ANO SYROU,ΣΥΡΟΣ-ΑΝΩ ΣΥΡΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΥΡΟΣ-ΚΙΝΙ,KINI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.89999962,37.44666672,POINT (579459.2776454956 4144516.418321458)
2c8a3e04-2024-4b22-96d5-5168a05d1245.329,82070101,GR4220070782070101,ΘΗΡΑ-ΘΗΡΑΣ,THIRAS,ΘΗΡΑ-ΕΠΙΣΚΟΠΗΣ ΓΩΝΙΑ,ΚΑΜΑΡI,ΘΗΡΑ-ΚΑΜΑΡΙ,KAMARI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.48333359,36.375,POINT (632908.8663166739 4026275.595483589)
2c8a3e04-2024-4b22-96d5-5168a05d1245.330,82070102,GR4220070782070102,ΘΗΡΑ-ΘΗΡΑΣ,THIRAS,ΘΗΡΑ-ΕΠΙΣΚΟΠΗΣ ΓΩΝΙΑ,ΑΡΑΠΗΣ,ΘΗΡΑ-ΚΑΜΑΡΙ,KAMARI,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.48333359,36.375,POINT (632908.8663166739 4026275.595483589)
2c8a3e04-2024-4b22-96d5-5168a05d1245.331,82070201,GR4220070582070201,ΘΗΡΑ-ΘΗΡΑΣ,THIRAS,ΘΗΡΑ-ΕΜΠΟΡΕΙΟΥ,ΕΣΤΙΑΤΟΡΙΟ 'ΠΟΠΑΥ',ΘΗΡΑ-ΠΕΡΙΣΣΑ,PERISSA,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.47638893,36.35805511,POINT (632314.6557598544 4024386.4052656116)
2c8a3e04-2024-4b22-96d5-5168a05d1245.332,82070202,GR4220070582070202,ΘΗΡΑ-ΘΗΡΑΣ,THIRAS,ΘΗΡΑ-ΕΜΠΟΡΕΙΟΥ,CAMPING,ΘΗΡΑ-ΠΕΡΙΣΣΑ,PERISSA - CAMPING,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.47638893,36.35805511,POINT (632314.6557598544 4024386.4052656116)
2c8a3e04-2024-4b22-96d5-5168a05d1245.333,84060401,GR4120060184060401,ΣΑΜΟΣ-ΠΥΘΑΓΟΡΕΙΟΥ,PYTHAGOREIOU,ΣΑΜΟΣ-ΠΥΘΑΓΟΡΕΙΟΥ,ΜΕΤΑΞΥ ΤΑΡΣΑΝΑ ΚΑΙ ΟΙΚΙΣΜΟΥ ΠΟΤΟΚΑΚΙ,ΠΥΘΑΓΟΡΕΙΟ,PYTHAGOREIO - TARSANAS,VOREIO AIGAIO,ΣΑΜΟΥ,Samos,1,26.93333244,37.68333435,POINT (758522.7710889463 4174442.518190143)
2c8a3e04-2024-4b22-96d5-5168a05d1245.334,85020101,GR4130020285020101,ΧΙΟΣ-ΑΓΙΟΥ ΜΗΝΑ,AGIOU MINA,ΧΙΟΣ-ΝΕΟΧΩΡΙΟΥ,ΚΕΝΤΡΙΚΗ ΣΚΑΛΑ ΚΑΘΟΔΟΥ,ΑΓ.ΦΩΤΕΙΝΗ,AGIA FOTEINI,VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.12083244,38.2863884,POINT (685338.3568412905 4239430.967804557)
2c8a3e04-2024-4b22-96d5-5168a05d1245.335,85020201,GR4130020185020201,ΧΙΟΣ-ΑΓΙΟΥ ΜΗΝΑ,AGIOU MINA,ΧΙΟΣ-ΘΥΜΙΑΝΩΝ,ΞΕΝΟΔΟΧΕΙΟ 'GOLDEN SAND',ΚΑΡΦΑΣ,KARFAS - HOTEL 'GOLDEN SAND',VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.15416718,38.32305527,POINT (688159.1961985691 4243567.577028414)
2c8a3e04-2024-4b22-96d5-5168a05d1245.336,85020202,GR4130020185020202,ΧΙΟΣ-ΑΓΙΟΥ ΜΗΝΑ,AGIOU MINA,ΧΙΟΣ-ΘΥΜΙΑΝΩΝ,ΚΕΝΤΡΟ 'ΓΙΑΜΟΣ',ΚΑΡΦΑΣ,KARFAS - KENTRO 'GIAMOS',VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.15416718,38.32083511,POINT (688164.9500448327 4243320.875018881)
2c8a3e04-2024-4b22-96d5-5168a05d1245.337,85090501,GR4130090185090501,ΧΙΟΣ-ΟΜΗΡΟΥΠΟΛΗΣ,OMIROUPOLIS,ΧΙΟΣ-ΒΡΟΝΤΑΔΟΥ,"ΠΡΟΒΛΗΤΑ ,ΚΕΝΤΡΟ ΑΚΤΗΣ",ΟΡΜΟΣ ΛΩ,ORMOS LO,VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.13611031,38.41860962,POINT (686335.1226732515 4254135.374626696)
2c8a3e04-2024-4b22-96d5-5168a05d1245.338,91070301,GR4310070191070301,ΚΡΗΤΗ-ΓΑΖΙΟΥ,GAZIOU,ΚΡΗΤΗ-ΓΑΖΙΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'CANDIA MARIS',ΑΜΜΟΥΔΑΡΑ 4,AMMOUDARA  -  HOTEL CANDIA MARIS,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.08888817,35.34027863,POINT (598802.5435683443 3911034.4707825277)
2c8a3e04-2024-4b22-96d5-5168a05d1245.339,91070401,GR4310070191070401,ΚΡΗΤΗ-ΓΑΖΙΟΥ,GAZIOU,ΚΡΗΤΗ-ΓΑΖΙΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'CRETA BEACH',ΑΜΜΟΥΔΑΡΑ 1,AMMOUDARA  -  HOTEL 'CRETA BEACH',KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.08166695,35.34000015,POINT (598146.5594611623 3910996.4466245486)
2c8a3e04-2024-4b22-96d5-5168a05d1245.340,91250301,GR4310250991250301,ΚΡΗΤΗ-ΤΥΜΠΑΚΙΟΥ,TYMPAKIOU,ΚΡΗΤΗ-ΠΙΤΣΙΔΙΩΝ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ ΕΝΑΝΤΙ ΟΙΚΙΣΜΟΥ,ΜΑΤΑΛΑ,"MATALA  - ARISTERO AKRO,ENANTI OIKISMOU",KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,24.74833298,34.99499893,POINT (568142.0685023388 3872455.1569421156)
2c8a3e04-2024-4b22-96d5-5168a05d1245.341,91250302,GR4310250991250302,ΚΡΗΤΗ-ΤΥΜΠΑΚΙΟΥ,TYMPAKIOU,ΚΡΗΤΗ-ΠΙΤΣΙΔΙΩΝ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ ΕΝΑΝΤΙ ΣΠΗΛΑΙΩΝ,ΜΑΤΑΛΑ,"MATALA  - DEXIO AKRO ,ENANTI SPILAION",KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,24.74888802,34.99638748,POINT (568191.6544375997 3872609.576810819)
2c8a3e04-2024-4b22-96d5-5168a05d1245.342,91260101,GR4310260191260101,ΚΡΗΤΗ-ΧΕΡΣΟΝΗΣΟΥ,CHERSONISOU,ΚΡΗΤΗ-ΛΙΜ.ΧΕΡΣΟΝΗΣΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'KNOSSOS ROYAL VILLAGE',ΑΓ.ΓΕΩΡΓΙΟΣ 1,AGIOS GEORGIOS - HOTEL 'KNOSSOS ROYAL',KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.38277817,35.33889008,POINT (625513.2192421833 3911213.669688007)
2c8a3e04-2024-4b22-96d5-5168a05d1245.343,91260201,GR4310260191260201,ΚΡΗΤΗ-ΧΕΡΣΟΝΗΣΟΥ,CHERSONISOU,ΚΡΗΤΗ-ΛΙΜ.ΧΕΡΣΟΝΗΣΟΥ,"ΠΑΝΑΓΙΑ ΡΥΖΙ,HOTEL ANNABELLE VILLAGE",ΑΓ.ΓΕΩΡΓΙΟΣ 2,AGIOS GEORGIOS - HOTEL 'ANNA BELLE',KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.38333321,35.33694458,POINT (625566.6722231292 3910998.6472542435)
2c8a3e04-2024-4b22-96d5-5168a05d1245.344,91260401,GR4310260191260401,ΚΡΗΤΗ-ΧΕΡΣΟΝΗΣΟΥ,CHERSONISOU,ΚΡΗΤΗ-ΛΙΜ.ΧΕΡΣΟΝΗΣΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ROBINSON CLUB LYTTOS BEACH',ΑΝΙΣΑΡΑ,ANISARA - HOTEL LYTTOS,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.37361145,35.3405571,POINT (624677.5316525466 3911386.969449705)
2c8a3e04-2024-4b22-96d5-5168a05d1245.345,91261001,GR4310260191261001,ΚΡΗΤΗ-ΧΕΡΣΟΝΗΣΟΥ,CHERSONISOU,ΚΡΗΤΗ-ΛΙΜ.ΧΕΡΣΟΝΗΣΟΥ,ΔΥΤΙΚΑ ΞΕΝΟΔΟΧΕΙΟΥ 'SILVA MARIS',ΛΙΜΗΝ ΧΕΡΣΟΝΗΣΟΥ 5,LIMIN CHERSONISOU - HOTEL SILVA MARIS,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.39861107,35.31388855,POINT (626991.3140053138 3908461.035508617)
2c8a3e04-2024-4b22-96d5-5168a05d1245.346,92010101,GR4320010192010101,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'SAN NICOLAS BAY',ΑΓ.ΝΙΚΟΛΑΟΣ 1,AGIOS NIKOLAOS  - ENANTI HOTEL 'SAN NICOLA',KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.71666718,35.20833206,POINT (656109.4143912594 3897207.4626002107)
2c8a3e04-2024-4b22-96d5-5168a05d1245.347,92010201,GR4320010192010201,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'MINOS PALACE',ΑΓ.ΝΙΚΟΛΑΟΣ 2,AGIOS NIKOLAOS  -  'MINOS PALAS',KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.72222137,35.20555496,POINT (656620.4466992461 3896908.197145484)
2c8a3e04-2024-4b22-96d5-5168a05d1245.348,92010301,GR4320010192010301,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'MINOS BEACH',ΑΓ.ΝΙΚΟΛΑΟΣ 3,AGIOS NIKOLAOS  -  'MINOS BEACH',KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.71666718,35.20138931,POINT (656122.721244336 3896437.254255335)
2c8a3e04-2024-4b22-96d5-5168a05d1245.349,92010401,GR4320010792010401,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΚΑΛΟΥ ΧΩΡΙΟΥ,"ΞΕΝ/ΧΕΙΟ MIRABELLOU, ΚΕΝΤΡΟ ΑΚΤΗΣ",ΑΓ.ΠΑΝΤΕΛΕΗΜΩΝ,AGIOS PANTELEIMON  - MIRABELLOU,KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.73361206,35.12805557,POINT (657807.1075621503 3888330.176309069)
2c8a3e04-2024-4b22-96d5-5168a05d1245.350,93030101,GR4330030193030101,ΚΡΗΤΗ-ΑΡΚΑΔΙΟΥ,ARKADIOU,ΚΡΗΤΗ-ΑΔΕΛΕ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'RITHYMNA BEACH',ΑΔΕΛΙΑΝΟΣ ΚΑΜΠΟΣ Α,ADELIANOS KAMPOS  - HOTEL 'RITHYMNA BEACH',KRITI,ΡΕΘΥΜΝΗΣ,Rethymni,1,24.54500008,35.37666702,POINT (549354.0130591819 3914662.5357745523)
2c8a3e04-2024-4b22-96d5-5168a05d1245.351,93030301,GR4330030193030301,ΚΡΗΤΗ-ΑΡΚΑΔΙΟΥ,ARKADIOU,ΚΡΗΤΗ-ΑΔΕΛΕ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'GOLDEN BEACH',ΑΡΚΑΔΙ,ARKADI  - HOTEL 'GOLDEN BEACH',KRITI,ΡΕΘΥΜΝΗΣ,Rethymni,1,24.53861046,35.37333298,POINT (548775.6923698654 3914289.60134045)
2c8a3e04-2024-4b22-96d5-5168a05d1245.352,94200101,GR4340200794200101,ΚΡΗΤΗ-ΠΛΑΤΑΝΙΑ,PLATANIA,ΚΡΗΤΗ-ΜΑΛΕΜΕ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ LOUIS CRETA PRINCESS,ΜΑΛΕΜΕ,MALEME  - ENANTI HOTEL LOUIS CRETA,KRITI,ΧΑΝΙΩΝ,Chania,1,23.77499962,35.54666519,POINT (479456.2231921108 3933403.364268596)
2c8a3e04-2024-4b22-96d5-5168a05d1245.353,94200201,GR4340200194200201,ΚΡΗΤΗ-ΠΛΑΤΑΝΙΑ,PLATANIA,ΚΡΗΤΗ-ΓΕΡΑΝΙΟΥ,ΜΕΣΟΝ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΓΕΡΑΝΙΟΥ,PARALIA GERANIOU  - MESON AKTIS,KRITI,ΧΑΝΙΩΝ,Chania,1,23.87999916,35.52361298,POINT (488970.4188920472 3930829.6479633814)
2c8a3e04-2024-4b22-96d5-5168a05d1245.354,17010201,GR2550010117010201,ΚΑΛΑΜΑΤΑΣ,KALAMATAS,ΚΑΛΑΜΑΤΑΣ,ΑΝ.ΚΑΛΑΜΑΤΑ-ΕΝΑΝΤΙ ΕΚΚΛΗΣΙΑΣ ΑΝΑΣΤΑΣΗ,ΑΝ.ΚΑΛΑΜΑΤΑΣ,ANATOLIKI KALAMATA - EKKLISIA ANASTASI,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,22.14305496,37.02222061,POINT (334666.23597608303 4098661.1100867186)
2c8a3e04-2024-4b22-96d5-5168a05d1245.355,22050402,GR2220051022050402,ΚΕΡΚΥΡΑ-ΘΙΝΑΛΙΟΥ,THINALIOU,ΚΕΡΚΥΡΑ-ΣΦΑΚΕΡΩΝ,ΔΥΤΙΚΑ,ΡΟΔΑ,RODA - DYTIKA,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.82500076,39.79999924,POINT (142376.2129691046 4413617.322586723)
2c8a3e04-2024-4b22-96d5-5168a05d1245.356,64080502,GR1270080164080502,ΟΡΜΥΛΙΑΣ,ORMYLIAS,ΟΡΜΥΛΙΑΣ,ΞΕΝΟΔΟΧΕΙΟ 'PHILOXENIA',ΨΑΚΟΥΔΙΑ,PSAKOUDIA - HOTEL 'PHILOXENIA',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.48333359,40.25833511,POINT (455914.14907501853 4456271.879147488)
2c8a3e04-2024-4b22-96d5-5168a05d1245.357,64090401,GR1270090364090401,ΠΑΛΛΗΝΗΣ,PALLINIS,ΝΕΑΣ ΣΚΙΩΝΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'SKIONI BEACH',ΝΕΑ ΣΚΙΩΝΗ-ΚΟΙΝ.ΠΛΑΖ,NEA SKIONI - HOTEL 'SKIONI BEACH',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.53333282,39.95000076,POINT (459986.508089536 4422025.312340441)
2c8a3e04-2024-4b22-96d5-5168a05d1245.358,64090601,GR1270090464090601,ΠΑΛΛΗΝΗΣ,PALLINIS,ΠΑΛΙΟΥΡΙΟΥ,ΚΕΝΤΡΟ ΚΟΙΝΟΤΙΚΗΣ ΠΛΑΖ,ΧΡΟΥΣΩ,XROUSO - KOINOTIKI PLAZ,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.68333244,39.93333435,POINT (472793.370810239 4420119.198151331)
2c8a3e04-2024-4b22-96d5-5168a05d1245.359,64090803,GR1270090664090803,ΠΑΛΛΗΝΗΣ,PALLINIS,ΠΟΛΥΧΡΟΝΟ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΠΟΛΥΧΡΟΝΟ',ΠΟΛΥΧΡΟΝΟ,"POLYCHRONO - KOINOTIKI PLAZ,HOTEL POLYCHRONO",KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.56055641,40.00694275,POINT (462343.1213284009 4428333.783204115)
2c8a3e04-2024-4b22-96d5-5168a05d1245.360,64091001,GR1270090164091001,ΠΑΛΛΗΝΗΣ,PALLINIS,ΧΑΝΙΩΤΗ,ΚΟΙΝΟΤΙΚΟ ΑΝΑΨΥΚΤΗΡΙΟ,ΧΑΝΙΩΤΗ,CHANIOTI - KOINOTIKO ANAPSYKTIRIO,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.54166603,40.01111221,POINT (460733.2845289501 4428804.4057966815)
2c8a3e04-2024-4b22-96d5-5168a05d1245.361,64091003,GR1270090164091003,ΠΑΛΛΗΝΗΣ,PALLINIS,ΧΑΝΙΩΤΗ,ΞΕΝΟΔΟΧΕΙΟ 'PELLA BEACH',ΧΑΝΙΩΤΗ,CHANIOTI - HOTEL PELLA BEACH,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.54166603,40.01111221,POINT (460733.2845289501 4428804.4057966815)
